id,total_retweets,total_favorites,total_ids,total_available_ids,percentage_avai_ids
gossipcop-854036,93.0,703.0,74.0,58.0,0.7837837837837838
gossipcop-881626,0.0,5.0,20.0,20.0,1.0
gossipcop-886010,71.0,147.0,26.0,22.0,0.8461538461538461
gossipcop-891462,0.0,0.0,8.0,6.0,0.75
gossipcop-908327,0.0,0.0,1.0,1.0,1.0
gossipcop-919612,0.0,0.0,77.0,70.99999999999999,0.9220779220779219
gossipcop-939922,0.0,0.0,27.0,14.0,0.5185185185185185
gossipcop-942572,0.0,1.0,53.0,47.0,0.8867924528301887
gossipcop-943133,0.0,0.0,1.0,1.0,1.0
gossipcop-947073,2.0,10.0,86.0,48.0,0.5581395348837209
gossipcop-856668,84.0,219.0,489.0,419.0,0.8568507157464212
gossipcop-863460,1.0,3.0,81.0,72.0,0.8888888888888888
gossipcop-938629,1.0,6.0,131.0,95.99999999999999,0.7328244274809159
gossipcop-877436,39.0,128.0,364.0,319.0,0.8763736263736264
gossipcop-871774,,,,,
gossipcop-943498,2.0,2.0,24.0,21.0,0.875
gossipcop-869193,0.0,0.0,21.0,21.0,1.0
gossipcop-950235,0.0,0.0,1.0,1.0,1.0
gossipcop-914034,2.0,2.0,27.0,25.999999999999996,0.9629629629629628
gossipcop-929920,1.0,2.0,57.0,54.0,0.9473684210526316
gossipcop-891505,0.0,3.0,20.0,18.0,0.9
gossipcop-941311,1.0,0.0,67.0,55.99999999999999,0.8358208955223879
gossipcop-858830,,,,,
gossipcop-914365,0.0,2.0,13.0,12.000000000000002,0.9230769230769232
gossipcop-874313,0.0,0.0,1.0,1.0,1.0
gossipcop-927071,1.0,7.0,77.0,70.0,0.9090909090909092
gossipcop-943145,0.0,1.0,45.0,40.0,0.8888888888888888
gossipcop-946989,0.0,0.0,58.0,51.0,0.8793103448275862
gossipcop-944231,0.0,0.0,44.0,40.0,0.9090909090909092
gossipcop-940457,0.0,0.0,74.0,64.0,0.8648648648648649
gossipcop-949126,0.0,1.0,60.0,50.0,0.8333333333333334
gossipcop-942400,0.0,0.0,56.0,48.0,0.8571428571428571
gossipcop-947300,0.0,0.0,1.0,1.0,1.0
gossipcop-942656,14.0,66.0,79.0,69.0,0.8734177215189873
gossipcop-880461,0.0,2.0,59.0,52.0,0.8813559322033898
gossipcop-897266,0.0,3.0,44.0,40.0,0.9090909090909092
gossipcop-873795,0.0,0.0,1.0,1.0,1.0
gossipcop-911629,0.0,0.0,30.0,29.000000000000004,0.9666666666666668
gossipcop-889094,0.0,0.0,6.0,6.0,1.0
gossipcop-889591,0.0,0.0,58.0,54.00000000000001,0.9310344827586208
gossipcop-886760,0.0,5.0,39.0,38.0,0.9743589743589745
gossipcop-889997,0.0,0.0,40.0,39.0,0.975
gossipcop-891235,0.0,2.0,71.0,67.0,0.943661971830986
gossipcop-897959,0.0,0.0,16.0,15.0,0.9375
gossipcop-892340,0.0,0.0,1.0,1.0,1.0
gossipcop-892838,0.0,0.0,5.0,5.0,1.0
gossipcop-893457,,,,,
gossipcop-899089,0.0,0.0,1.0,1.0,1.0
gossipcop-899663,3.0,10.0,45.0,40.0,0.8888888888888888
gossipcop-899482,0.0,1.0,48.0,44.0,0.9166666666666666
politifact15268,177.0,161.0,120.0,96.0,0.8
gossipcop-909027,0.0,0.0,16.0,14.0,0.875
gossipcop-928968,918.0,5167.0,95.0,88.0,0.9263157894736842
gossipcop-861908,0.0,0.0,1.0,1.0,1.0
gossipcop-932491,0.0,1.0,52.0,47.00000000000001,0.903846153846154
gossipcop-916724,0.0,2.0,43.0,42.0,0.9767441860465116
gossipcop-911411,1.0,9.0,96.0,87.0,0.90625
gossipcop-919264,0.0,1.0,51.0,47.0,0.9215686274509804
gossipcop-860099,78.0,424.0,171.0,154.99999999999997,0.9064327485380116
gossipcop-878335,3.0,15.0,29.0,22.0,0.7586206896551724
gossipcop-928692,0.0,1.0,71.0,68.0,0.9577464788732394
gossipcop-881824,0.0,0.0,15.0,13.999999999999998,0.9333333333333332
gossipcop-888192,283.0,876.0,259.0,227.0,0.8764478764478765
gossipcop-889419,24.0,112.0,23.0,20.0,0.8695652173913043
gossipcop-913952,0.0,1.0,59.0,54.0,0.9152542372881356
gossipcop-922469,0.0,0.0,10.0,10.0,1.0
gossipcop-942422,1.0,0.0,2.0,2.0,1.0
gossipcop-937267,55.0,356.0,84.0,78.0,0.9285714285714286
gossipcop-909910,,,,,
gossipcop-912069,121.0,655.0,319.0,263.0,0.8244514106583072
gossipcop-911156,0.0,0.0,57.0,53.0,0.9298245614035088
gossipcop-936653,0.0,0.0,27.0,25.000000000000004,0.925925925925926
gossipcop-902316,3.0,6.0,113.0,107.00000000000001,0.9469026548672568
gossipcop-908062,1.0,4.0,77.0,68.0,0.8831168831168831
gossipcop-910016,0.0,8.0,57.0,55.0,0.9649122807017544
gossipcop-927148,0.0,0.0,29.0,23.0,0.7931034482758621
gossipcop-911070,,,,,
gossipcop-952284,4.0,10.0,20.0,15.0,0.75
gossipcop-952733,0.0,3.0,74.0,65.0,0.8783783783783784
gossipcop-952547,0.0,0.0,8.0,7.0,0.875
gossipcop-953481,0.0,1.0,53.0,48.0,0.9056603773584906
gossipcop-952939,0.0,0.0,10.0,8.0,0.8
gossipcop-953814,1.0,3.0,59.0,53.0,0.8983050847457628
gossipcop-953319,0.0,1.0,44.0,39.0,0.8863636363636364
gossipcop-952927,0.0,0.0,1.0,1.0,1.0
gossipcop-822709,0.0,1.0,15.0,12.0,0.8
gossipcop-955385,0.0,0.0,41.0,37.99999999999999,0.9268292682926828
gossipcop-955627,0.0,2.0,50.0,38.0,0.76
gossipcop-955512,0.0,4.0,10.0,9.0,0.9
gossipcop-955677,1.0,0.0,52.0,46.0,0.8846153846153846
gossipcop-955753,0.0,0.0,54.0,47.0,0.8703703703703703
gossipcop-842912,1.0,2.0,57.0,51.0,0.8947368421052632
politifact15304,93.0,24.0,265.0,206.0,0.7773584905660378
gossipcop-916245,0.0,0.0,86.0,79.0,0.9186046511627908
gossipcop-869567,0.0,0.0,29.0,25.999999999999993,0.8965517241379308
gossipcop-913333,,,,,
politifact13853,3.0,6.0,5.0,5.0,1.0
politifact14309,16.0,33.0,103.0,91.0,0.883495145631068
gossipcop-935541,1.0,2.0,34.0,30.0,0.8823529411764706
gossipcop-933679,0.0,0.0,23.0,23.0,1.0
gossipcop-904826,,,,,
gossipcop-944744,0.0,0.0,1.0,1.0,1.0
politifact15141,2934.0,3975.0,1020.0,862.0,0.8450980392156863
gossipcop-923689,0.0,0.0,22.0,16.0,0.7272727272727273
gossipcop-952645,0.0,1.0,21.0,19.0,0.9047619047619048
gossipcop-899398,42.0,85.0,109.0,100.0,0.9174311926605504
gossipcop-937542,61.0,50.0,31.0,25.0,0.8064516129032258
gossipcop-895116,1.0,0.0,25.0,25.0,1.0
gossipcop-884236,0.0,1.0,30.0,27.999999999999996,0.9333333333333332
gossipcop-853492,160.0,480.0,60.0,52.0,0.8666666666666667
gossipcop-916921,0.0,0.0,1.0,1.0,1.0
gossipcop-898352,0.0,0.0,17.0,15.999999999999998,0.9411764705882352
gossipcop-890284,1.0,0.0,13.0,13.0,1.0
gossipcop-887912,0.0,1.0,62.0,58.0,0.935483870967742
gossipcop-903390,0.0,0.0,4.0,2.0,0.5
gossipcop-845886,2.0,4.0,39.0,33.0,0.8461538461538461
gossipcop-870981,0.0,1.0,53.0,48.99999999999999,0.9245283018867924
gossipcop-877011,0.0,21.0,36.0,32.0,0.8888888888888888
gossipcop-899070,0.0,3.0,57.0,54.0,0.9473684210526316
gossipcop-892166,,,,,
politifact14718,50.0,68.0,68.0,60.0,0.8823529411764706
gossipcop-902209,1.0,0.0,62.0,55.99999999999999,0.9032258064516128
gossipcop-902467,0.0,0.0,53.0,47.0,0.8867924528301887
gossipcop-913892,0.0,0.0,62.0,55.99999999999999,0.9032258064516128
gossipcop-921842,0.0,0.0,52.0,45.0,0.8653846153846154
gossipcop-921488,1.0,1.0,90.0,85.0,0.9444444444444444
gossipcop-921410,1.0,0.0,120.0,108.99999999999999,0.9083333333333332
gossipcop-926634,0.0,0.0,45.0,40.0,0.8888888888888888
gossipcop-929410,0.0,0.0,11.0,10.0,0.9090909090909092
gossipcop-852384,,,,,
gossipcop-846971,0.0,0.0,5.0,5.0,1.0
gossipcop-899630,0.0,0.0,55.0,50.00000000000001,0.9090909090909092
gossipcop-887614,0.0,1.0,64.0,60.0,0.9375
politifact14621,61.0,96.0,5.0,5.0,1.0
gossipcop-945425,177.0,609.0,122.0,114.0,0.9344262295081968
gossipcop-931792,,,,,
gossipcop-864669,452.0,1661.0,142.0,128.0,0.9014084507042254
gossipcop-868804,14.0,125.0,28.0,26.0,0.9285714285714286
gossipcop-891775,,,,,
gossipcop-908331,0.0,1.0,16.0,15.0,0.9375
gossipcop-923732,0.0,5.0,19.0,18.0,0.9473684210526316
gossipcop-924487,24.0,155.0,107.0,91.0,0.8504672897196262
gossipcop-930097,0.0,0.0,11.0,10.0,0.9090909090909092
gossipcop-874205,3.0,6.0,61.0,59.00000000000001,0.9672131147540984
gossipcop-881253,0.0,3.0,68.0,61.99999999999999,0.9117647058823528
gossipcop-846860,2.0,3.0,64.0,54.0,0.84375
gossipcop-896836,2.0,0.0,30.0,26.0,0.8666666666666667
gossipcop-896238,0.0,0.0,1.0,1.0,1.0
gossipcop-946664,21.0,370.0,58.0,51.0,0.8793103448275862
gossipcop-910991,0.0,2.0,68.0,63.99999999999999,0.9411764705882352
gossipcop-926451,0.0,0.0,60.0,49.0,0.8166666666666667
gossipcop-881985,0.0,1.0,34.0,26.0,0.7647058823529411
gossipcop-940090,0.0,1.0,18.0,10.0,0.5555555555555556
gossipcop-904198,0.0,0.0,72.0,63.0,0.875
gossipcop-884954,0.0,1.0,75.0,71.00000000000001,0.9466666666666668
gossipcop-946411,0.0,0.0,49.0,43.0,0.8775510204081632
gossipcop-906730,0.0,0.0,2.0,2.0,1.0
gossipcop-874969,0.0,0.0,85.0,75.0,0.8823529411764706
gossipcop-849399,0.0,2.0,42.0,36.0,0.8571428571428571
gossipcop-877399,0.0,10.0,55.0,51.0,0.9272727272727272
gossipcop-902876,0.0,0.0,95.0,80.0,0.8421052631578947
gossipcop-852674,87.0,455.0,104.0,83.0,0.7980769230769231
gossipcop-841930,0.0,2.0,45.0,39.0,0.8666666666666667
gossipcop-914480,10.0,91.0,39.0,38.0,0.9743589743589745
gossipcop-909559,1.0,1.0,151.0,146.00000000000003,0.9668874172185432
gossipcop-931791,0.0,1.0,42.0,39.0,0.9285714285714286
gossipcop-848507,2.0,2.0,81.0,74.0,0.9135802469135802
gossipcop-866589,18.0,73.0,51.0,49.0,0.9607843137254902
gossipcop-873798,0.0,0.0,65.0,58.99999999999999,0.9076923076923076
gossipcop-909285,0.0,0.0,26.0,23.0,0.8846153846153846
gossipcop-922329,0.0,0.0,19.0,18.0,0.9473684210526316
gossipcop-875881,0.0,0.0,28.0,26.0,0.9285714285714286
gossipcop-891037,1.0,0.0,48.0,44.0,0.9166666666666666
gossipcop-903952,0.0,0.0,25.0,24.0,0.96
gossipcop-891749,74.0,64.0,72.0,65.0,0.9027777777777778
gossipcop-874947,2.0,5.0,96.0,90.0,0.9375
gossipcop-893358,0.0,0.0,23.0,21.0,0.9130434782608696
gossipcop-860911,0.0,1.0,93.0,88.0,0.946236559139785
gossipcop-876309,1.0,4.0,24.0,22.0,0.9166666666666666
gossipcop-848903,883.0,919.0,276.0,235.0,0.8514492753623188
gossipcop-896163,2.0,4.0,122.0,112.00000000000001,0.918032786885246
gossipcop-850948,0.0,1.0,41.0,37.00000000000001,0.902439024390244
gossipcop-843637,32.0,131.0,113.0,107.00000000000001,0.9469026548672568
gossipcop-906252,37.0,254.0,99.0,90.00000000000001,0.9090909090909092
gossipcop-845450,0.0,0.0,90.0,73.0,0.8111111111111111
gossipcop-901862,0.0,0.0,16.0,15.0,0.9375
gossipcop-895961,2.0,10.0,64.0,61.0,0.953125
gossipcop-940214,0.0,1.0,42.0,39.0,0.9285714285714286
gossipcop-843395,0.0,1.0,54.0,49.0,0.9074074074074074
gossipcop-884614,1.0,1.0,29.0,24.0,0.8275862068965517
gossipcop-891741,0.0,0.0,74.0,68.00000000000001,0.9189189189189192
gossipcop-870872,9.0,24.0,54.0,53.00000000000001,0.9814814814814816
gossipcop-876603,99.0,13.0,116.0,105.0,0.9051724137931034
gossipcop-873074,1.0,3.0,58.0,53.00000000000001,0.913793103448276
gossipcop-908633,0.0,0.0,89.0,86.00000000000001,0.9662921348314608
gossipcop-908630,2.0,4.0,63.0,60.00000000000001,0.9523809523809524
gossipcop-918437,0.0,0.0,26.0,23.0,0.8846153846153846
gossipcop-923207,0.0,0.0,26.0,26.0,1.0
gossipcop-924198,3.0,8.0,77.0,70.0,0.9090909090909092
gossipcop-926161,1.0,0.0,8.0,8.0,1.0
gossipcop-931797,0.0,1.0,40.0,38.0,0.95
gossipcop-852346,0.0,0.0,1.0,1.0,1.0
gossipcop-865366,0.0,1.0,37.0,31.0,0.8378378378378378
gossipcop-853900,0.0,0.0,42.0,35.0,0.8333333333333334
gossipcop-870572,26.0,100.0,52.0,48.00000000000001,0.9230769230769232
gossipcop-848164,0.0,5.0,34.0,30.0,0.8823529411764706
gossipcop-890839,47.0,1.0,25.0,22.0,0.88
gossipcop-931812,1.0,0.0,45.0,41.00000000000001,0.9111111111111112
gossipcop-854174,25.0,91.0,58.0,51.999999999999986,0.8965517241379308
gossipcop-876030,0.0,0.0,56.0,53.0,0.9464285714285714
gossipcop-948463,39.0,376.0,81.0,75.00000000000001,0.925925925925926
politifact14888,1966.0,1409.0,360.0,309.0,0.8583333333333333
gossipcop-857225,0.0,3.0,41.0,32.0,0.7804878048780488
gossipcop-913395,0.0,2.0,142.0,133.0,0.9366197183098592
gossipcop-848449,0.0,2.0,76.0,69.0,0.9078947368421052
gossipcop-877432,18.0,94.0,78.0,69.0,0.8846153846153846
gossipcop-933601,5.0,19.0,23.0,19.0,0.8260869565217391
gossipcop-841510,0.0,0.0,56.0,43.0,0.7678571428571429
gossipcop-843804,44.0,221.0,253.0,215.00000000000003,0.8498023715415021
gossipcop-844213,2.0,10.0,39.0,34.0,0.8717948717948718
gossipcop-844312,3.0,3.0,75.0,66.0,0.88
gossipcop-844242,1.0,2.0,46.0,36.00000000000001,0.7826086956521741
gossipcop-844795,58.0,1.0,39.0,36.00000000000001,0.9230769230769232
gossipcop-846659,10.0,51.0,47.0,37.0,0.7872340425531915
gossipcop-846201,1.0,1.0,60.0,46.0,0.7666666666666667
gossipcop-847173,2.0,3.0,108.0,92.0,0.8518518518518519
gossipcop-848221,17.0,53.0,90.0,76.0,0.8444444444444444
gossipcop-852210,1.0,1.0,35.0,26.0,0.7428571428571429
gossipcop-865858,0.0,0.0,1.0,1.0,1.0
gossipcop-866456,6.0,46.0,115.0,106.0,0.9217391304347826
gossipcop-866554,1.0,2.0,61.0,52.0,0.8524590163934426
gossipcop-867505,1.0,2.0,66.0,58.0,0.8787878787878788
gossipcop-870293,0.0,0.0,1.0,0.0,0.0
gossipcop-871232,2.0,3.0,16.0,16.0,1.0
gossipcop-871902,0.0,3.0,61.0,49.0,0.8032786885245902
gossipcop-873947,0.0,0.0,28.0,24.0,0.8571428571428571
gossipcop-874387,0.0,4.0,51.0,47.99999999999999,0.9411764705882352
gossipcop-875261,0.0,1.0,102.0,95.99999999999999,0.9411764705882352
gossipcop-875582,0.0,1.0,49.0,39.0,0.7959183673469388
gossipcop-876122,0.0,0.0,11.0,9.0,0.8181818181818182
gossipcop-878656,1.0,0.0,20.0,19.0,0.95
gossipcop-878724,,,,,
gossipcop-883073,,,,,
gossipcop-885344,0.0,0.0,48.0,44.0,0.9166666666666666
gossipcop-885559,44.0,366.0,314.0,260.0,0.8280254777070064
gossipcop-886352,0.0,1.0,8.0,8.0,1.0
gossipcop-887509,0.0,3.0,23.0,19.0,0.8260869565217391
gossipcop-887550,41.0,142.0,152.0,139.99999999999997,0.9210526315789472
gossipcop-888114,0.0,0.0,14.0,12.0,0.8571428571428571
gossipcop-887782,4.0,27.0,12.0,12.0,1.0
gossipcop-889195,0.0,0.0,53.0,50.0,0.9433962264150944
gossipcop-889145,,,,,
gossipcop-889111,0.0,0.0,17.0,12.0,0.7058823529411765
gossipcop-891145,2.0,1.0,17.0,15.999999999999998,0.9411764705882352
gossipcop-890819,8.0,12.0,82.0,75.0,0.9146341463414634
gossipcop-892128,18.0,83.0,101.0,88.0,0.8712871287128713
gossipcop-892542,14.0,15.0,65.0,60.00000000000001,0.9230769230769232
gossipcop-895196,0.0,22.0,66.0,62.0,0.9393939393939394
gossipcop-895207,0.0,0.0,50.0,47.0,0.94
gossipcop-897007,,,,,
gossipcop-900240,0.0,1.0,22.0,20.0,0.9090909090909092
gossipcop-901606,0.0,1.0,88.0,84.0,0.9545454545454546
gossipcop-902015,26.0,97.0,102.0,81.99999999999999,0.8039215686274509
gossipcop-902409,0.0,1.0,64.0,55.0,0.859375
gossipcop-902393,0.0,0.0,50.0,44.0,0.88
gossipcop-902288,0.0,0.0,1.0,1.0,1.0
gossipcop-902648,0.0,0.0,70.0,62.0,0.8857142857142857
gossipcop-903112,0.0,0.0,6.0,2.0,0.3333333333333333
gossipcop-903389,0.0,0.0,24.0,21.0,0.875
gossipcop-904758,0.0,0.0,46.0,45.0,0.9782608695652174
gossipcop-906722,0.0,2.0,48.0,45.0,0.9375
gossipcop-906971,44.0,439.0,64.0,61.0,0.953125
gossipcop-908437,0.0,1.0,19.0,18.0,0.9473684210526316
gossipcop-910870,0.0,0.0,22.0,21.0,0.9545454545454546
gossipcop-910982,2.0,2.0,53.0,50.0,0.9433962264150944
gossipcop-914049,0.0,0.0,21.0,20.0,0.9523809523809524
gossipcop-914317,24.0,107.0,167.0,153.00000000000003,0.9161676646706588
gossipcop-914849,0.0,4.0,94.0,87.00000000000001,0.9255319148936172
gossipcop-917211,0.0,0.0,1.0,1.0,1.0
gossipcop-918090,0.0,0.0,1.0,1.0,1.0
gossipcop-920124,0.0,0.0,39.0,38.0,0.9743589743589745
gossipcop-923095,0.0,0.0,23.0,20.0,0.8695652173913043
gossipcop-924200,0.0,0.0,59.0,56.0,0.9491525423728814
gossipcop-841784,0.0,1.0,67.0,53.0,0.7910447761194029
gossipcop-915309,0.0,3.0,41.0,39.0,0.951219512195122
gossipcop-926663,0.0,0.0,17.0,17.0,1.0
gossipcop-928264,1.0,3.0,79.0,71.0,0.8987341772151899
gossipcop-933419,0.0,2.0,46.0,39.0,0.8478260869565217
gossipcop-929818,0.0,0.0,18.0,17.0,0.9444444444444444
gossipcop-930772,4.0,0.0,88.0,73.0,0.8295454545454546
gossipcop-932629,0.0,1.0,63.0,52.0,0.8253968253968254
gossipcop-935058,,,,,
gossipcop-932143,327.0,1212.0,802.0,712.0,0.8877805486284289
gossipcop-937350,0.0,0.0,26.0,19.0,0.7307692307692307
gossipcop-937543,3.0,10.0,23.0,18.000000000000004,0.7826086956521741
gossipcop-937658,0.0,0.0,8.0,6.0,0.75
gossipcop-938210,15.0,100.0,86.0,79.0,0.9186046511627908
gossipcop-938538,4.0,34.0,58.0,55.00000000000001,0.9482758620689656
gossipcop-941486,0.0,0.0,41.0,37.99999999999999,0.9268292682926828
gossipcop-942826,0.0,0.0,65.0,54.0,0.8307692307692308
gossipcop-943062,11.0,59.0,9.0,8.0,0.8888888888888888
gossipcop-944108,0.0,0.0,12.0,10.0,0.8333333333333334
gossipcop-945246,0.0,4.0,63.0,58.0,0.9206349206349206
gossipcop-946028,0.0,1.0,10.0,10.0,1.0
gossipcop-946097,0.0,0.0,48.0,43.0,0.8958333333333334
gossipcop-947146,0.0,0.0,49.0,45.00000000000001,0.9183673469387756
gossipcop-947209,1.0,0.0,19.0,16.0,0.8421052631578947
gossipcop-950249,1.0,1.0,19.0,17.0,0.8947368421052632
gossipcop-950375,0.0,0.0,42.0,39.0,0.9285714285714286
gossipcop-950748,0.0,2.0,37.0,35.00000000000001,0.945945945945946
gossipcop-955119,0.0,0.0,1.0,1.0,1.0
gossipcop-940117,0.0,0.0,16.0,15.0,0.9375
gossipcop-852190,25.0,88.0,101.0,90.99999999999999,0.9009900990099008
gossipcop-856793,37.0,229.0,51.0,47.0,0.9215686274509804
gossipcop-904158,8.0,14.0,61.0,54.0,0.8852459016393442
gossipcop-955787,0.0,1.0,50.0,47.0,0.94
gossipcop-858948,96.0,346.0,125.0,119.00000000000001,0.9520000000000001
gossipcop-865662,1.0,3.0,74.0,65.0,0.8783783783783784
gossipcop-861931,0.0,0.0,1.0,1.0,1.0
gossipcop-954397,,,,,
gossipcop-900347,0.0,0.0,49.0,46.99999999999999,0.9591836734693876
gossipcop-899617,37.0,109.0,48.0,45.0,0.9375
gossipcop-852762,24.0,166.0,68.0,51.0,0.75
gossipcop-908575,0.0,0.0,20.0,20.0,1.0
gossipcop-917572,0.0,4.0,48.0,47.0,0.9791666666666666
gossipcop-914233,0.0,0.0,50.0,49.0,0.98
gossipcop-923993,3.0,31.0,53.0,45.0,0.8490566037735849
gossipcop-858470,2.0,0.0,60.0,55.99999999999999,0.9333333333333332
gossipcop-877073,1.0,47.0,61.0,54.0,0.8852459016393442
gossipcop-873787,0.0,3.0,61.0,57.0,0.9344262295081968
gossipcop-923279,2.0,0.0,77.0,73.99999999999999,0.9610389610389608
gossipcop-895055,0.0,2.0,82.0,74.00000000000001,0.902439024390244
gossipcop-849660,1.0,1.0,54.0,47.0,0.8703703703703703
gossipcop-892897,0.0,0.0,1.0,1.0,1.0
gossipcop-849046,0.0,0.0,1.0,1.0,1.0
gossipcop-904604,0.0,0.0,9.0,9.0,1.0
gossipcop-902576,,,,,
gossipcop-870410,0.0,0.0,16.0,16.0,1.0
gossipcop-898526,0.0,2.0,34.0,31.999999999999996,0.9411764705882352
gossipcop-860167,0.0,0.0,1.0,1.0,1.0
gossipcop-847367,0.0,0.0,44.0,39.0,0.8863636363636364
gossipcop-841870,24.0,9.0,70.0,57.0,0.8142857142857143
gossipcop-856789,0.0,0.0,59.0,49.0,0.8305084745762712
gossipcop-898493,0.0,0.0,37.0,28.0,0.7567567567567568
gossipcop-865403,4.0,9.0,76.0,69.99999999999999,0.9210526315789472
gossipcop-841805,6.0,15.0,93.0,83.99999999999999,0.9032258064516128
gossipcop-859241,1.0,13.0,61.0,54.0,0.8852459016393442
gossipcop-854674,0.0,1.0,34.0,30.999999999999996,0.9117647058823528
gossipcop-843789,16.0,186.0,101.0,90.99999999999999,0.9009900990099008
gossipcop-862160,0.0,0.0,73.0,71.0,0.9726027397260274
gossipcop-856784,1.0,5.0,63.0,48.0,0.7619047619047619
gossipcop-871165,2.0,13.0,53.0,45.0,0.8490566037735849
gossipcop-895824,0.0,0.0,45.0,38.0,0.8444444444444444
gossipcop-886006,0.0,0.0,14.0,14.0,1.0
gossipcop-901030,0.0,0.0,8.0,6.0,0.75
gossipcop-849145,27.0,218.0,62.0,48.0,0.7741935483870968
gossipcop-891418,0.0,0.0,56.0,50.99999999999999,0.9107142857142856
gossipcop-887130,57.0,1.0,68.0,63.0,0.9264705882352942
gossipcop-876566,0.0,0.0,1.0,1.0,1.0
gossipcop-887350,0.0,0.0,54.0,49.0,0.9074074074074074
gossipcop-844549,11.0,8.0,37.0,29.0,0.7837837837837838
gossipcop-862244,1.0,3.0,104.0,86.0,0.8269230769230769
gossipcop-871429,7.0,42.0,47.0,40.0,0.851063829787234
gossipcop-903902,63.0,151.0,82.0,46.99999999999999,0.573170731707317
gossipcop-845749,72.0,188.0,50.0,39.0,0.78
gossipcop-865904,38.0,173.0,45.0,41.99999999999999,0.9333333333333332
gossipcop-869201,0.0,0.0,19.0,18.0,0.9473684210526316
gossipcop-890111,0.0,1.0,70.0,63.0,0.9
gossipcop-863273,24.0,126.0,98.0,87.0,0.8877551020408163
gossipcop-869060,0.0,0.0,71.0,67.0,0.943661971830986
gossipcop-881876,0.0,0.0,1.0,1.0,1.0
gossipcop-859606,1.0,6.0,184.0,165.0,0.8967391304347826
gossipcop-865550,2.0,0.0,65.0,52.0,0.8
gossipcop-857107,6.0,39.0,86.0,70.0,0.813953488372093
gossipcop-878980,11.0,130.0,174.0,149.0,0.8563218390804598
gossipcop-846889,1.0,0.0,38.0,32.0,0.8421052631578947
gossipcop-942686,0.0,0.0,75.0,71.00000000000001,0.9466666666666668
gossipcop-953821,0.0,0.0,59.0,53.0,0.8983050847457628
gossipcop-925018,0.0,0.0,16.0,14.0,0.875
gossipcop-847158,0.0,0.0,60.0,51.0,0.85
gossipcop-878904,0.0,1.0,70.0,64.0,0.9142857142857144
gossipcop-848971,82.0,152.0,138.0,117.0,0.8478260869565217
gossipcop-951813,0.0,0.0,41.0,34.0,0.8292682926829268
gossipcop-849323,117.0,212.0,144.0,120.0,0.8333333333333334
gossipcop-860882,,,,,
gossipcop-861377,8.0,19.0,49.0,46.0,0.9387755102040816
gossipcop-891912,,,,,
gossipcop-886959,1.0,1.0,50.0,46.0,0.92
gossipcop-873923,8.0,33.0,82.0,75.0,0.9146341463414634
gossipcop-885096,0.0,0.0,34.0,23.0,0.6764705882352942
gossipcop-905786,,,,,
gossipcop-857654,1.0,4.0,107.0,94.0,0.8785046728971962
gossipcop-843652,23.0,83.0,2.0,2.0,1.0
gossipcop-848766,0.0,1.0,65.0,52.0,0.8
gossipcop-866892,1.0,0.0,73.0,66.0,0.9041095890410958
gossipcop-865929,9.0,104.0,56.0,45.0,0.8035714285714286
gossipcop-867229,0.0,0.0,2.0,2.0,1.0
gossipcop-860292,0.0,3.0,112.0,96.0,0.8571428571428571
gossipcop-881260,0.0,0.0,1.0,1.0,1.0
gossipcop-868053,4.0,7.0,151.0,130.0,0.8609271523178808
gossipcop-845448,1.0,2.0,57.0,46.0,0.8070175438596491
gossipcop-847160,0.0,1.0,8.0,7.0,0.875
gossipcop-877649,7.0,12.0,114.0,94.0,0.8245614035087719
gossipcop-854200,2.0,5.0,45.0,43.0,0.9555555555555556
gossipcop-848189,1.0,4.0,65.0,51.0,0.7846153846153846
gossipcop-845375,,,,,
gossipcop-873688,0.0,0.0,54.0,49.0,0.9074074074074074
gossipcop-900670,0.0,0.0,9.0,9.0,1.0
gossipcop-950410,,,,,
gossipcop-844502,5.0,3.0,41.0,36.0,0.8780487804878049
gossipcop-888630,1.0,14.0,59.0,56.0,0.9491525423728814
gossipcop-855374,0.0,2.0,71.0,63.0,0.8873239436619719
gossipcop-877445,6.0,60.0,76.0,69.0,0.9078947368421052
gossipcop-870167,0.0,0.0,1.0,1.0,1.0
gossipcop-874053,194.0,1267.0,67.0,55.0,0.8208955223880597
gossipcop-865059,2.0,1.0,2.0,1.0,0.5
gossipcop-852918,1.0,1.0,41.0,35.0,0.8536585365853658
gossipcop-868655,1.0,78.0,88.0,81.0,0.9204545454545454
gossipcop-870553,0.0,1.0,15.0,13.0,0.8666666666666667
gossipcop-903238,0.0,4.0,51.0,49.0,0.9607843137254902
gossipcop-915840,0.0,0.0,82.0,75.99999999999999,0.9268292682926828
gossipcop-896844,0.0,0.0,1.0,1.0,1.0
gossipcop-858692,1.0,2.0,34.0,31.999999999999996,0.9411764705882352
gossipcop-910052,0.0,0.0,13.0,12.000000000000002,0.9230769230769232
gossipcop-905175,2.0,2.0,16.0,16.0,1.0
gossipcop-874678,3.0,23.0,78.0,72.00000000000001,0.9230769230769232
gossipcop-944700,67.0,522.0,56.0,49.0,0.875
gossipcop-869036,0.0,0.0,1.0,1.0,1.0
gossipcop-906091,8.0,18.0,58.0,51.0,0.8793103448275862
gossipcop-916086,0.0,0.0,1.0,1.0,1.0
gossipcop-892627,0.0,4.0,112.0,103.0,0.9196428571428572
gossipcop-855512,2.0,8.0,69.0,56.0,0.8115942028985508
